cve_ent,nombre,poblacion,confirmados
16046,Juarez,15290,203
16047,Jungapeo,22358,92
16048,Lagunillas,5862,53
16049,Madero,18769,72
5035,Torreon,744247,19402
5036,Viesca,23781,129
7012,Berriozabal,56971,224
11038,Tarandacuao,12978,419
11039,Tarimoro,36574,824
11040,Tierra Blanca,20238,380
7061,Ocozocoautla de Espinosa,100318,433
7062,Ostuacan,19969,25
12009,Atlamajalcingo del Monte,5284,12
12010,Atlixtac,28136,51
12013,Azoyu,13164,222
7092,Tecpatan,45447,40
7093,Tenejapa,47721,8
7094,Teopisca,47217,19
7096,Tila,85507,24
7097,Tonala,97839,530
7098,Totolapa,7894,5
7099,La Trinitaria,85344,33
7100,Tumbala,37381,18
13047,Pacula,5354,33
8054,Riva Palacio,8290,8
8055,Rosales,18394,147
8056,Rosario,2182,10
13061,Tepeapulco,58776,2147
14011,Atengo,5921,32
14051,Juanacatlan,19203,247
10037,Topia,9849,90
14120,Zapopan,1433360,26676
14121,Zapotiltic,31317,260
14122,Zapotitlan de Vadillo,7479,42
14123,Zapotlan del Rey,19347,114
14124,Zapotlanejo,72439,348
13071,Tlahuiltepa,10933,61
13072,Tlanalapa,11165,254
15021,Coatepec Harinas,41717,172
15029,Chicoloapan,226911,3536
15075,San Martin de las Piramides,29145,370
17024,Tlaltizapan de Zapata,55553,1014
17025,Tlaquiltenango,36147,649
19002,Agualeguas,2599,161
19003,Los Aldamas,1506,23
19004,Allende,38297,2031
19005,Anahuac,19976,235
19009,Cadereyta Jimenez,105145,5775
19011,Cerralvo,8324,561
19012,Cienega de Flores,50563,1679
19013,China,11962,171
19014,Doctor Arroyo,37859,1138
19015,Doctor Coss,1845,18
19031,Juarez,396864,9371
19032,Lampazos de Naranjo,5783,141
19033,Linares,88689,2794
19034,Marin,6199,52
20028,Heroica Ciudad de Ejutla de Crespo,21913,334
19037,Mina,5882,75
19038,Montemorelos,67657,3547
19039,Monterrey,1124835,55572
19048,Santa Catarina,322051,11931
19049,Santiago,46955,2303
19050,Vallecillo,1942,24
19051,Villaldama,4567,174
20068,Ocotlan de Morelos,22936,751
20002,Acatlan de Perez Figueroa,47616,146
20031,Tamazulapam del Espiritu Santo,7677,55
20005,Asuncion Ixtaltepec,15831,261
20006,Asuncion Nochixtlan,19655,311
20008,Asuncion Tlacolulita,804,1
20009,Ayotzintepec,7452,30
20010,El Barrio de la Soledad,14895,587
20012,Candelaria Loxicha,10829,18
20015,Coatecas Altas,4738,8
20018,Concepcion Buenavista,826,7
20113,San Baltazar Loxicha,3072,4
20036,Guevea de Humboldt,5479,19
20039,Heroica Ciudad de Huajuapan de Leon,81271,2404
20041,Huautla de Jimenez,32459,109
20042,Ixtlan de Juarez,8521,98
20043,Heroica Ciudad de Juchitan de Zaragoza,103241,1862
20044,Loma Bonita,44584,401
20059,Miahuatlan de Porfirio Diaz,45679,1086
20073,Putla Villa de Guerrero,34568,358
20093,San Andres Lagunas,505,1
20198,San Juan Guichicovi,30815,48
20085,San Agustin Loxicha,25684,49
20098,San Andres Teotilalpam,4590,0
20104,San Antonino el Alto,2788,4
20205,San Juan Lalana,17579,17
20207,San Juan Mazatlan,19226,17
20152,San Francisco Tlapancingo,2357,4
20161,San Jeronimo Sosola,2688,14
20175,San Juan Bautista Atatlahuca,1652,9
20141,San Francisco del Mar,8091,6
20177,San Juan Bautista Cuicatlan,10341,250
20147,San Francisco Nuxaño,387,1
20149,San Francisco Sola,1773,11
20155,San Ildefonso Sola,1007,0
20156,San Ildefonso Villa Alta,3537,16
20159,San Jeronimo Coatlan,5501,16
20164,San Jorge Nuchita,2937,20
20184,San Juan Bautista Tuxtepec,170588,3900
20185,San Juan Cacahuatepec,9264,62
20186,San Juan Cieneguilla,598,0
20190,San Juan Cotzocon,24519,74
20211,San Juan Ozolotepec,2780,3
20212,San Juan Petlapa,3041,1
20213,San Juan Quiahije,4145,3
20214,San Juan Quiotepec,2135,2
20202,San Juan Lachao,4968,11
20217,San Juan Tamazola,3079,6
20515,Santo Domingo Tehuantepec,68052,1105
20526,Santos Reyes Nopala,18273,68
20457,Santiago Camotlan,3279,7
20229,San Lorenzo Texmelucan,8520,2
20230,San Lorenzo Victoria,1010,6
20232,San Lucas Ojitlan,21069,94
20277,Villa Sola de Vega,12703,82
20278,San Miguel Soyaltepec,40476,79
20279,San Miguel Suchixtepec,2833,11
20261,San Miguel Amatitlan,7808,12
20272,San Miguel Panixtlahuaca,6768,14
20273,San Miguel Peras,3463,7
20275,San Miguel Quetzaltepec,8512,3
20290,San Nicolas Hidalgo,1043,7
20291,San Pablo Coatlan,4369,14
20549,Villa Tezoatlan de Segura y Luna,11399,52
20306,San Pedro el Alto,3781,5
20309,San Pedro Ixcatlan,11804,14
20334,Villa de Tututepec de Melchor Ocampo,47281,206
20318,San Pedro Mixtepec Distrito 22,51195,1077
20324,San Pedro Pochutla,49364,561
20337,San Pedro y San Pablo Ayutla,5406,16
20340,San Pedro y San Pablo Tequixtepec,1778,11
20341,San Pedro Yucunama,239,3
26024,Divisaderos,817,6
26025,Empalme,60631,2608
26026,Etchojoa,66633,1045
20364,Santa Catarina Juquila,16319,266
20366,Santa Catarina Loxicha,3973,11
20401,Santa Maria Colotepec,25179,276
20371,Santa Catarina Ticua,1095,5
20377,Santa Cruz Itundujia,11961,30
20378,Santa Cruz Mixtepec,3654,19
20385,Santa Cruz Xoxocotlan,98970,4023
20386,Santa Cruz Zenzontepec,19026,13
20389,Santa Ines Yatzeche,945,2
20394,Santa Maria Alotepec,2898,13
20397,Heroica Ciudad de Tlaxiaco,42679,691
20406,Santa Maria Chilchotla,21031,5
20407,Santa Maria Chimalapa,9380,29
20410,Santa Maria Ecatepec,3508,4
20413,Santa Maria Huatulco,46818,1593
20417,Santa Maria Jacatepec,9625,38
20424,Santa Maria Ozolotepec,3970,28
20426,Santa Maria Peñoles,8781,11
20427,Santa Maria Petapa,17112,130
20435,Santa Maria Tepantlali,3902,3
20447,Santa Maria Zacatepec,16538,61
20450,Santiago Amoltepec,13114,18
20459,Santiago Chazumba,4627,28
20460,Santiago Choapam,5338,49
20466,Santiago Ixtayutla,13319,7
20467,Santiago Jamiltepec,19738,184
20470,Santiago Lachiguiri,4862,9
20477,Santiago Minas,1440,2
20479,Santiago Nejapilla,211,0
20481,Santiago Nuyoo,1805,1
20484,Santiago Tamazola,4623,14
20498,Santiago Yaveo,7104,24
20492,Santiago Tilantongo,3014,7
20495,Santiago Xanica,3106,0
20500,Santiago Yosondua,8672,20
20513,Santo Domingo Petapa,9495,71
20543,Tataltepec de Valdes,5999,5
21017,Atempan,30052,139
21018,Atexcal,4005,11
21019,Atlixco,143903,2599
21071,Huauchinango,111389,1465
21072,Huehuetla,19663,31
21022,Atzitzihuacan,12950,27
21023,Atzitzintla,9727,15
21024,Axutla,981,1
21025,Ayotoxco de Guerrero,9105,30
21026,Calpan,15345,74
21027,Caltepec,4148,12
21031,Coatzingo,3119,11
21032,Cohetzala,1415,7
21033,Cohuecan,5174,13
21035,Coxcatlan,21827,160
21036,Coyomeapan,14840,4
21037,Coyotepec,2449,25
21081,Ixcamilpa de Guerrero,3798,10
21082,Ixcaquixtla,9411,92
21083,Ixtacamaxtitlan,25772,57
21092,Juan N. Mendez,5578,14
21093,Lafragua,8243,17
21094,Libres,36010,215
21096,Mazapiltepec de Juarez,3005,17
21098,Molcaxac,6574,36
21126,San Jeronimo Tecuanipan,6639,37
21127,San Jeronimo Xayacatlan,3675,19
21128,San Jose Chiapa,9309,89
21129,San Jose Miahuatlan,14148,39
21130,San Juan Atenco,3545,26
21119,San Andres Cholula,154192,2624
21120,San Antonio Cañada,5871,18
21121,San Diego la Mesa Tochimiltzingo,1267,4
21122,San Felipe Teotlalcingo,11025,79
21123,San Felipe Tepatlan,4143,9
21145,San Sebastian Tlacotepec,14734,7
21146,Santa Catarina Tlaltempan,853,17
21147,Santa Ines Ahuatempan,6712,23
21148,Santa Isabel Cholula,9425,53
21149,Santiago Miahuatlan,27176,193
21150,Huehuetlan el Grande,7648,17
22003,Arroyo Seco,14789,314
23007,Lazaro Cardenas,31385,582
23008,Solidaridad,239850,11067
23009,Tulum,36866,551
24008,Cerritos,22722,379
24009,Cerro de San Pedro,4762,80
24010,Ciudad del Maiz,35725,191
24011,Ciudad Fernandez,47527,1696
24012,Tancanhuitz,21674,410
24013,Ciudad Valles,187772,8190
24015,Charcas,21918,561
24016,Ebano,45721,897
24017,Guadalcazar,27705,284
24019,Lagunillas,5775,58
24046,Villa de Arriaga,18602,190
24047,Villa de Guadalupe,10198,135
24051,Villa Hidalgo,15552,129
24052,Villa Juarez,10605,82
24053,Axtla de Terrazas,38871,972
24057,Matlapa,32154,873
26006,Arizpe,2958,37
26008,Bacadehuachi,1220,7
26022,Cucurpe,1066,13
26029,Guaymas,171035,5356
26033,Huatabampo,86918,2308
26036,Magdalena,33896,815
26040,Nacori Chico,2172,68
26045,Opodepe,2949,5
26051,Rosario,5488,126
26052,Sahuaripa,6122,231
26055,San Luis Rio Colorado,206982,4238
26062,Suaqui Grande,1222,7
26064,Trincheras,1763,14
26058,Santa Ana,17813,510
28037,Soto la Marina,26467,897
28038,Tampico,334535,13190
28039,Tula,30885,297
29015,Ixtacuixtla de Mariano Matamoros,41831,659
29016,Ixtenco,7759,145
29017,Mazatecochco de Jose Maria Morelos,11601,63
29018,Contla de Juan Cuamatzi,41267,700
26069,Yecora,6387,91
26071,Benito Juarez,23843,651
26072,San Ignacio Rio Muerto,15677,352
27001,Balancan,64346,2296
28005,Burgos,4735,23
28007,Camargo,16332,267
28008,Casas,4410,17
28010,Cruillas,1998,17
28011,Gomez Farias,9689,91
28012,Gonzalez,46374,390
28013,Güemez,16524,121
28014,Guerrero,4786,63
28015,Gustavo Diaz Ordaz,16640,84
28016,Hidalgo,24504,101
29055,San Lucas Tecopilco,3328,41
30012,Amatitlan,8469,92
30013,Naranjos Amatlan,30103,132
30014,Amatlan de los Reyes,48007,557
30015,Angel R. Cabada,35909,340
30016,La Antigua,28481,1178
30017,Apazapan,4288,15
30093,Jilotepec,17572,118
30094,Juan Rodriguez Clara,41108,102
30095,Juchique de Ferrer,16662,29
29020,Sanctorum de Lazaro Cardenas,10588,58
29021,Nanacamilpa de Mariano Arista,19402,196
29022,Acuamanala de Miguel Hidalgo,6934,130
29023,Nativitas,27294,324
29024,Panotla,29017,579
29025,San Pablo del Monte,82542,1003
29026,Santa Cruz Tlaxcala,22062,443
30097,Lerdo de Tejada,20987,480
29028,Teolocholco,26065,641
29029,Tepeyanco,14396,343
29030,Terrenate,16330,135
29031,Tetla de la Solidaridad,34866,649
29032,Tetlatlahuca,15237,183
29033,Tlaxcala,103435,4709
29043,Yauhquemehcan,41773,909
29044,Zacatelco,47148,1465
30177,Tlacolulan,11825,26
30178,Tlacotalpan,14121,132
30179,Tlacotepec de Mejia,4156,10
30180,Tlachichilco,12158,9
30181,Tlalixcoyan,40083,186
30182,Tlalnelhuayocan,19767,93
30183,Tlapacoyan,65087,377
30184,Tlaquilpa,8035,8
29046,Emiliano Zapata,4836,22
29050,San Francisco Tetlanohcan,11502,163
29052,San Jose Teacalco,6421,65
30001,Acajete,9131,40
30019,Astacinga,6685,8
30020,Atlahuilco,11318,68
30021,Atoyac,25040,175
30022,Atzacan,22414,284
30023,Atzalan,52831,170
30024,Tlaltetela,16443,28
30025,Ayahualulco,28005,52
30026,Banderilla,24692,264
30042,Colipa,5902,18
30043,Comapa,21159,34
30044,Cordoba,228703,6744
30045,Cosamaloapan de Carpio,59870,1895
30046,Cosautlan de Carvajal,17107,30
30047,Coscomatepec,60872,206
30048,Cosoleacaque,145830,1129
30049,Cotaxtla,21972,92
30050,Coxquihui,17506,22
30051,Coyutla,23502,34
30052,Cuichapa,12835,95
30053,Cuitlahuac,29555,161
30054,Chacaltianguis,13110,86
30055,Chalma,14137,42
30056,Chiconamel,7031,16
30065,Emiliano Zapata,84197,614
30066,Espinal,28537,57
30067,Filomeno Mata,19443,14
30068,Fortin,70428,2083
30069,Gutierrez Zamora,25874,167
30070,Hidalgotitlan,19739,26
30071,Huatusco,63649,286
30072,Huayacocotla,22587,73
30073,Hueyapan de Ocampo,45332,212
30099,Maltrata,18845,130
30100,Manlio Fabio Altamirano,24849,227
30101,Mariano Escobedo,38503,691
30102,Martinez de la Torre,111164,2074
30103,Mecatlan,12950,7
30104,Mecayapan,17526,16
30105,Medellin,83280,1376
30106,Miahuatlan,4928,16
30117,Omealca,25159,119
30121,Ozuluama de Mascareñas,24470,63
30122,Pajapan,18172,13
30123,Panuco,105926,1667
30124,Papantla,166496,1268
30132,Las Vigas de Ramirez,20667,50
30137,Los Reyes,6200,4
30139,Saltabarranca,6526,50
30186,Tomatlan,7326,55
30187,Tonayan,6001,8
30188,Totutla,18306,26
30189,Tuxpan,169763,3197
30191,Ursulo Galvan,32478,560
30195,Xoxocotla,5685,1
30200,Zentla,14056,8
30201,Zongolica,45823,356
30202,Zontecomatlan de Lopez y Fuentes,15258,7
30203,Zozocolco de Hidalgo,15708,14
30204,Agua Dulce,50680,387
30205,El Higo,20600,264
30207,Tres Valles,48712,696
30208,Carlos A. Carrillo,25991,363
30209,Tatahuicapan de Juarez,16248,13
30210,Uxpanapa,30449,72
30211,San Rafael,31464,269
30212,Santiago Sochiapan,15037,14
31006,Buctzotz,9560,225
31050,Merida,963861,42144
31008,Calotmul,4328,20
31011,Celestun,8260,68
31058,Peto,26894,384
31059,Progreso,63037,1789
31017,Chankom,4896,80
31019,Chemax,39000,301
31065,San Felipe,2072,130
31028,Dzilam de Bravo,2892,10
31029,Dzilam Gonzalez,6543,30
31030,Dzitas,4034,92
31032,Espita,17300,208
31036,Homun,8243,69
31040,Izamal,28872,566
31047,Mani,6001,40
31052,Motul,39052,806
31101,Uman,58139,1743
31102,Valladolid,86205,3748
31061,Rio Lagartos,3811,105
32037,Panuco,18789,161
32038,Pinos,76871,501
32039,Rio Grande,67507,734
32040,Sain Alto,23283,114
31066,Santa Elena,4278,53
31067,Seye,10360,104
31069,Sotuta,9485,25
31071,Sudzal,1825,16
31079,Tekax,45441,860
31081,Tekom,3443,67
31084,Temax,7746,48
31085,Temozon,16593,327
31089,Ticul,42960,1602
31091,Tinum,12771,262
31092,Tixcacalcupul,7614,34
31093,Tixkokob,19340,331
31096,Tizimin,82742,1851
31098,Tzucacab,15686,111
31099,Uayma,4368,122
31104,Yaxcaba,16313,110
32001,Apozol,6342,38
32002,Apulco,5097,27
32042,Sombrerete,65330,1558
32043,Susticacan,1429,18
32044,Tabasco,16372,240
32045,Tepechitlan,9180,176
32046,Tepetongo,7483,93
32047,Teul de Gonzalez Ortega,5172,170
32048,Tlaltenango de Sanchez Roman,28112,806
32049,Valparaiso,34792,233
32050,Vetagrande,10536,133
32051,Villa de Cos,37099,416
1001,Aguascalientes,961977,27418
1002,Asientos,50864,530
1003,Calvillo,60760,1114
1008,San Jose de Gracia,9661,142
1009,Tepezala,22743,300
1010,El Llano,21947,74
1011,San Francisco de los Romo,51568,313
2001,Ensenada,536143,10827
2002,Mexicali,1087478,23521
2003,Tecate,113857,1876
2004,Tijuana,1789531,21430
2005,Playas de Rosarito,107859,1389
3001,Comondu,83051,4074
3002,Mulege,67727,3064
3003,La Paz,301961,22836
3008,Los Cabos,330312,22474
3009,Loreto,21657,2281
4001,Calkini,63298,510
4002,Campeche,317424,10413
4003,Carmen,275478,6003
4004,Champoton,99945,1282
4005,Hecelchakan,34683,557
7046,Jiquipilas,43292,40
7112,San Juan Cancuc,37811,7
17004,Ayala,91043,1356
18006,Ixtlan del Rio,31770,360
13018,Chapulhuacan,25460,111
16015,Coalcoman de Vazquez Pallares,18450,189
16016,Coeneo,21736,115
16017,Contepec,35877,66
16018,Copandaro,9487,105
1004,Cosio,16918,135
1005,Jesus Maria,130184,986
1006,Pabellon de Arteaga,50032,974
1007,Rincon de Romos,57981,807
4006,Hopelchen,44051,428
4007,Palizada,9868,181
4008,Tenabo,11930,140
4009,Escarcega,63495,1730
5002,Acuña,163157,4201
16041,Irimbo,15916,56
16042,Ixtlan,13523,36
16043,Jacona,72669,610
16044,Jimenez,13350,112
16067,Penjamillo,17752,101
16092,Tiquicheo de Nicolas Romero,14082,69
16109,Zinaparo,3343,55
8030,Guazapares,8603,133
18010,Rosamorada,37093,473
14119,Zacoalco de Torres,30432,276
16019,Cotija,19674,200
16020,Cuitzeo,31334,255
16021,Charapan,13006,50
16022,Charo,23273,269
15115,Xonacatlan,54531,783
4010,Calakmul,31723,398
4011,Candelaria,48722,317
5001,Abasolo,1130,10
5003,Allende,24705,793
5004,Arteaga,25477,261
5005,Candela,1945,40
5006,Castaños,30568,594
5019,Morelos,9430,225
5020,Muzquiz,75647,2304
16045,Jiquilpan,34725,325
5007,Cuatro Cienegas,14623,890
16050,Maravatio,92676,880
16051,Marcos Castellanos,14517,70
16052,Lazaro Cardenas,192153,11816
16053,Morelia,825585,16009
20049,Magdalena Ocotlan,1209,24
16088,Tarimbaro,119032,844
16089,Tepalcatepec,24911,229
7072,Pueblo Nuevo Solistahuacan,35144,15
16112,Zitacuaro,172015,1900
8048,Namiquipa,25596,175
11024,Pueblo Nuevo,12620,260
14006,Ameca,64979,736
5008,Escobedo,3353,34
5009,Francisco I. Madero,64483,1752
5021,Nadadores,7152,150
16059,Nuevo Urecho,8480,49
16060,Numaran,10290,126
16061,Ocampo,25418,73
16062,Pajacuaran,20338,71
16063,Panindicuaro,16536,96
16064,Paracuaro,27992,112
16065,Paracho,39341,614
16066,Patzcuaro,98122,2142
5010,Frontera,87942,2068
5029,Sacramento,2614,180
5030,Saltillo,869184,22122
5031,San Buenaventura,25820,519
5032,San Juan de Sabinas,47315,2158
16068,Periban,29376,159
5011,General Cepeda,13501,165
5012,Guerrero,1964,30
7008,Angel Albino Corzo,30925,28
7009,Arriaga,44264,156
16069,La Piedad,110385,2033
16070,Purepero,16103,193
16071,Puruandiro,70372,531
16072,Querendaro,14356,135
16073,Quiroga,29118,241
16074,Cojumatlan de Regules,10935,109
16075,Los Reyes,73199,1014
16076,Sahuayo,81371,709
16077,San Lucas,18936,170
16078,Santa Ana Maya,13124,100
16079,Salvador Escalante,51652,217
16080,Senguio,19980,57
16081,Susupuato,9161,30
16082,Tacambaro,81105,463
16083,Tancitaro,32707,172
16084,Tangamandapio,30945,180
16085,Tangancicuaro,35305,224
16086,Tanhuato,16286,80
16087,Taretan,15465,282
5013,Hidalgo,1888,21
5014,Jimenez,10994,68
7036,La Grandeza,7882,1
7037,Huehuetan,38185,94
5015,Juarez,1722,21
5016,Lamadrid,1984,94
5017,Matamoros,119492,1611
7038,Huixtan,25616,10
7039,Huitiupan,25161,1
7040,Huixtla,59209,487
7041,La Independencia,49602,19
7042,Ixhuatan,12317,5
7043,Ixtacomitan,11777,26
7044,Ixtapa,29778,16
7045,Ixtapangajoya,5988,35
5018,Monclova,251346,8332
7047,Jitotol,22619,29
7048,Juarez,23527,71
7049,Larrainzar,25725,15
7050,La Libertad,5424,42
7051,Mapastepec,51875,113
7052,Las Margaritas,134759,110
16090,Tingambato,15878,56
16091,Tingüindin,15337,91
5022,Nava,33101,904
5023,Ocampo,11628,159
7070,El Porvenir,15501,6
7071,Villa Comaltitlan,31522,44
5024,Parras,48694,1781
5025,Piedras Negras,177255,7925
7106,Venustiano Carranza,70992,171
7107,Villa Corzo,85784,73
7108,Villaflores,115691,319
7109,Yajalon,41655,35
7110,San Lucas,7896,8
7111,Zinacantan,44824,10
5026,Progreso,3654,46
5027,Ramos Arizpe,103252,1637
16093,Tlalpujahua,30331,151
16094,Tlazazalca,6654,54
16095,Tocumbo,12593,115
16096,Tumbiscatio,6992,18
16097,Turicato,32588,160
16098,Tuxpan,28471,354
16099,Tuzantla,15964,229
16100,Tzintzuntzan,15139,210
16101,Tzitzio,9026,61
16102,Uruapan,354727,7830
16103,Venustiano Carranza,26074,111
16104,Villamar,17460,123
16105,Vista Hermosa,21677,76
16106,Yurecuaro,33136,265
16107,Zacapu,79809,1518
16108,Zamora,207985,2920
5028,Sabinas,69500,2873
16110,Zinapecuaro,49471,461
16111,Ziracuaretiro,18251,90
5033,San Pedro,117370,2463
16113,Jose Sixto Verduzco,27504,254
17001,Amacuzac,18861,277
17002,Atlatlahucan,24153,370
17003,Axochiapan,38236,360
5034,Sierra Mojada,7740,57
17019,Tepalcingo,28871,300
12055,Taxco de Alarcon,112561,2144
15051,Lerma,159948,2043
16040,Indaparapeo,17595,80
5037,Villa Union,6859,297
7113,Aldama,7152,6
7114,Benemerito de las Americas,21603,74
5038,Zaragoza,14203,449
6001,Armeria,32363,589
6002,Colima,169188,8411
6003,Comala,23902,292
6004,Coquimatlan,22167,682
6005,Cuauhtemoc,32829,717
6006,Ixtlahuacan,6078,207
6007,Manzanillo,203306,8089
6008,Minatitlan,9670,182
6009,Tecoman,134631,4822
